ATC-Bedeutung;ATC-Bedeutung_cleaned
Propofol;propofol
Propolis;propolis
Propranolol;propranolol
Propranolol, Hydrochlorothiazid und Triamteren;propranolol hydrochlorothiazid triamteren
Propranolol und andere Diuretika;propranolol andere diuretika
Propranolol und andere Kombinationen;propranolol andere kombinationen
Propranolol und Thiazide;propranolol thiazide
Propranolol und Vasodilatatoren;propranolol vasodilatatoren
Propyliodon;propyliodon
Propylnicotinat;propylnicotinat
Propylnicotinat, Kombinationen;propylnicotinat kombinationen
Propylthiouracil;propylthiouracil
Propyphenazon;propyphenazon
Propyphenazon, Kombinationen;propyphenazon kombinationen
Propyphenazon, Kombinationen exkl. Psycholeptika;propyphenazon kombinationen exkl psycholeptika
Propyphenazon, Kombinationen mit Psycholeptika;propyphenazon kombinationen mit psycholeptika
Proquazon;proquazon
Proscillaridin;proscillaridin
Proscillaridin, Kombinationen;proscillaridin kombinationen
Prostata spezifische Antigen-Testzone;prostata spezifische antigen testzone
Protamin;protamin
Protease, Kombinationen;protease kombinationen
Protein C;protein c
Protein-C-Testzone;protein c testzone
Proteinhydrolysate;proteinhydrolysate
Protein-Testzone;protein testzone
Proteinzusatznahrung, Kombinationen;proteinzusatznahrung kombinationen
Prothipendyl;prothipendyl
Protiofat;protiofat
Protionamid;protionamid
Protionamid, Kombinationen;protionamid kombinationen
Protirelin;protirelin
Protriptylin;protriptylin
Proxazol;proxazol
Proxibarbal;proxibarbal
Proxymetacain;proxymetacain
Proxyphyllin;proxyphyllin
Proxyphyllin, Kombinationen;proxyphyllin kombinationen
Proxyphyllin, Kombinationen exkl. Psycholeptika;proxyphyllin kombinationen exkl psycholeptika
Proxyphyllin, Kombinationen mit Psycholeptika;proxyphyllin kombinationen mit psycholeptika
Proxyphyllin und Sympathomimetika;proxyphyllin sympathomimetika
Prucaloprid;prucaloprid
Prulifloxacin;prulifloxacin
Pseudoephedrin;pseudoephedrin
Pseudoephedrin, Kombinationen;pseudoephedrin kombinationen
Pseudoephedrin und Cetirizin;pseudoephedrin cetirizin
Pseudoephedrin und Desloratadin;pseudoephedrin desloratadin
Pseudoephedrin und Ibuprofen;pseudoephedrin ibuprofen
Pseudoephedrin und Triprolidin;pseudoephedrin triprolidin
Pufferlösungen;pufferloesungen
Pygeum africanum**;pygeum africanum
Pygnogenol;pygnogenol
Pyrantel;pyrantel
Pyrazinamid;pyrazinamid
Pyrazinamid, Ethambutol, Isoniazid und Lomefloxacin;pyrazinamid ethambutol isoniazid lomefloxacin
Pyrazinamid, Ethambutol, Protionamid und Lomefloxacin;pyrazinamid ethambutol protionamid lomefloxacin
Pyrazinobutazon;pyrazinobutazon
Pyrethrum**;pyrethrum
Pyrethrum, Kombinationen**;pyrethrum kombinationen
Pyridostigmin;pyridostigmin
Pyridoxalphosphat;pyridoxalphosphat
Pyridoxin (Vitamin B6);pyridoxin vitamin b
Pyridylcarbinol, Kombinationen;pyridylcarbinol kombinationen
Pyrimethamin;pyrimethamin
Pyrimethamin, Kombinationen;pyrimethamin kombinationen
Pyrithion Zink;pyrithion zink
Pyrithyldion;pyrithyldion
Pyritinol;pyritinol
Pyrrobutamin;pyrrobutamin
Pyrrobutamin, Kombinationen;pyrrobutamin kombinationen
Pyrrolnitrin;pyrrolnitrin
Pyrvinium;pyrvinium
Quassia**;quassia
Quazepam;quazepam
Quecksilberamidochlorid;quecksilberamidochlorid
Quecksilberchlorid;quecksilberchlorid
Quecksilbercyanid;quecksilbercyanid
Quecksilber-haltige Verbindungen;quecksilber haltige verbindungen
Quecksilberiodid;quecksilberiodid
Quetiapin;quetiapin
Quifenadin;quifenadin
Quinagolid;quinagolid
Quinapril;quinapril
Quinapril und Diuretika;quinapril diuretika
Quinapril und Hydrochlorothiazid;quinapril hydrochlorothiazid
Quinbolon;quinbolon
Quinethazon;quinethazon
Quinethazon und Kalium;quinethazon kalium
Quingestanol;quingestanol
Quingestanol und Ethinylestradiol;quingestanol ethinylestradiol
Quinisocain;quinisocain
Quinisocain, Kombinationen;quinisocain kombinationen
Quinupramin;quinupramin
Quinupristin/Dalfopristin;quinupristin dalfopristin
Quizartinib;quizartinib
Rabeprazol;rabeprazol
Rabeprazol, Amoxicillin und Clarithromycin;rabeprazol amoxicillin clarithromycin
Rabeprazol, Amoxicillin und Metronidazol;rabeprazol amoxicillin metronidazol
Rabeprazol, Kombinationen;rabeprazol kombinationen
Racecadotril;racecadotril
(223Ra)Radiumdichlorid;ra radiumdichlorid
Raloxifen;raloxifen
Raltegravir;raltegravir
Raltitrexed;raltitrexed
Ramelteon;ramelteon
Ramifenazon, Kombinationen;ramifenazon kombinationen
Ramipril;ramipril
Ramipril, Amlodipin und Hydrochlorothiazid;ramipril amlodipin hydrochlorothiazid
Ramipril und Amlodipin;ramipril amlodipin
Ramipril und Bisoprolol;ramipril bisoprolol
Ramipril und Diuretika;ramipril diuretika
Ramipril und Felodipin;ramipril felodipin
Ramipril und Hydrochlorothiazid;ramipril hydrochlorothiazid
Ramipril und Piretanid;ramipril piretanid
Ramucirumab;ramucirumab
Ranibizumab;ranibizumab
Ranimustin;ranimustin
Ranitidin;ranitidin
Ranitidinbismutcitrat;ranitidinbismutcitrat
Ranolazin;ranolazin
Rasagilin;rasagilin
Rasburicase;rasburicase
Raubasin;raubasin
Raubasin, Kombinationen;raubasin kombinationen
Rauwolfia-Alkaloide, ganze Wurzel**;rauwolfia alkaloide ganze wurzel
Rauwolfia-Alkaloide, ganze Wurzel, Kombinationen;rauwolfia alkaloide ganze wurzel kombinationen
Rauwolfia-Alkaloide, ganze Wurzel und Diuretika;rauwolfia alkaloide ganze wurzel diuretika
Rauwolfia-Alkaloide, ganze Wurzel und Diuretika, Kombinationen;rauwolfia alkaloide ganze wurzel diuretika kombinationen
Ravidasvir;ravidasvir
Ravulizumab;ravulizumab
Raxibacumab;raxibacumab
Rebamipid;rebamipid
Reboxetin;reboxetin
Regadenoson;regadenoson
Regdanvimab;regdanvimab
Regorafenib;regorafenib
Relugolix;relugolix
Relugolix, Estradiol und Norethisteron;relugolix estradiol norethisteron
Remdesivir;remdesivir
Remibrutinib;remibrutinib
Remifentanil;remifentanil
Remikiren;remikiren
Remimazolam;remimazolam
Remoxiprid;remoxiprid
Repaglinid;repaglinid
Reposal;reposal
Repotrectinib;repotrectinib
Reproterol;reproterol
Reproterol und Cromoglicinsäure, Dinatriumsalz;reproterol cromoglicinsaeure dinatriumsalz
Rescinnamin;rescinnamin
Rescinnamin und Diuretika;rescinnamin diuretika
Rescinnamin und Diuretika, Kombinationen mit anderen Mitteln;rescinnamin diuretika kombinationen mit anderen mitteln
Reserpin;reserpin
Reserpin, Kombinationen;reserpin kombinationen
Reserpin und Diuretika;reserpin diuretika
Reserpin und Diuretika, Kombinationen mit anderen Mitteln;reserpin diuretika kombinationen mit anderen mitteln
Reserpin und Diuretika, Kombinationen mit Psycholeptika;reserpin diuretika kombinationen mit psycholeptika
Reslizumab;reslizumab
Resminostat;resminostat
Resorcin;resorcin
Resorcin, Kombinationen;resorcin kombinationen
Respiratorisches-Syncytial-Virus(RSV)-Impfstoffe;respiratorisches syncytial virus rsv impfstoffe
Retapamulin;retapamulin
Reteplase;reteplase
Retifanlimab;retifanlimab
Retigabin;retigabin
Retinol;retinol
Retinol, Kombinationen;retinol kombinationen
Retinol und Colecalciferol;retinol colecalciferol
Retinol (Vitamin A);retinol vitamin a
Revefenacin;revefenacin
Reviparin;reviparin
Rezafunginacetat;rezafunginacetat
Rezepturen (auch Rezeptursubstanzen ungemischt);rezepturen auch rezeptursubstanzen ungemischt
Rhapontikrhabarberwurzel;rhapontikrhabarberwurzel
Rhapontikrhabarberwurzel, Kombinationen;rhapontikrhabarberwurzel kombinationen
(186Re)Rheniumetidronat;re rheniumetidronat
(186Re)Rheniumsulfidkolloid;re rheniumsulfidkolloid
Riamilovir;riamilovir
Ribavirin;ribavirin
Ribociclib;ribociclib
Riboflavin;riboflavin
Riboflavin (Vitamin B2);riboflavin vitamin b
Ribonucleinsäuren;ribonucleinsaeuren
Ribostamycin;ribostamycin
Ridaforolimus;ridaforolimus
Rifabutin;rifabutin
Rifabutin, Pyrazinamid und Protionamid;rifabutin pyrazinamid protionamid
Rifampicin;rifampicin
Rifampicin, Ethambutol und Isoniazid;rifampicin ethambutol isoniazid
Rifampicin, Pyrazinamid, Ethambutol und Isoniazid;rifampicin pyrazinamid ethambutol isoniazid
Rifampicin, Pyrazinamid, Isoniazid und Levofloxacin;rifampicin pyrazinamid isoniazid levofloxacin
Rifampicin, Pyrazinamid und Isoniazid;rifampicin pyrazinamid isoniazid
Rifampicin und Isoniazid;rifampicin isoniazid
Rifamycin;rifamycin
Rifapentin;rifapentin
Rifaximin;rifaximin
Rilmenidin;rilmenidin
Rilonacept;rilonacept
Rilpivirin;rilpivirin
Riluzol;riluzol
Rimantadin;rimantadin
Rimazolium;rimazolium
Rimegepant;rimegepant
Rimexolon;rimexolon
Rimiterol;rimiterol
Rimonabant;rimonabant
Ringelblumenblüten;ringelblumenblueten
Ringelblumenblüten, Kombinationen;ringelblumenblueten kombinationen
Ringeracetatlösung;ringeracetatloesung
Ringerlactatlösung;ringerlactatloesung
Ringerlösung;ringerloesung
Riociguat;riociguat
Ripasudil;ripasudil
Ripretinib;ripretinib
Risankizumab;risankizumab
Risdiplam;risdiplam
Risedronsäure;risedronsaeure
Risedronsäure, Calcium und Colecalciferol, Sequenzialpräparate;risedronsaeure calcium colecalciferol sequenzialpraeparate
Risedronsäure und Calcium, Sequenzialpräparate;risedronsaeure calcium sequenzialpraeparate
Risedronsäure und Colecalciferol;risedronsaeure colecalciferol
Risperidon;risperidon
Ritiometan;ritiometan
Ritlecitinib;ritlecitinib
Ritodrin;ritodrin
Ritonavir;ritonavir
Rituximab;rituximab
Rivaroxaban;rivaroxaban
Rivaroxaban und Acetylsalicylsäure;rivaroxaban acetylsalicylsaeure
Rivastigmin;rivastigmin
Rizatriptan;rizatriptan
Rizinusöl;rizinusoel
Rociletinib;rociletinib
Rociverin;rociverin
Rocuroniumbromid;rocuroniumbromid
Rofecoxib;rofecoxib
Roflumilast;roflumilast
Rokitamycin;rokitamycin
Rolapitant;rolapitant
Rolitetracyclin;rolitetracyclin
Romidepsin;romidepsin
Romiplostim;romiplostim
Romosozumab;romosozumab
Ronifibrat;ronifibrat
Ropeginterferon alfa-2b;ropeginterferon alfa b
Ropinirol;ropinirol
Ropivacain;ropivacain
Roquinimex;roquinimex
Rosiglitazon;rosiglitazon
Rosmarinöl;rosmarinoel
Rosmarinöl, Kombinationen;rosmarinoel kombinationen
Rosoxacin;rosoxacin
Rosskastaniensamen;rosskastaniensamen
Rosskastaniensamen**;rosskastaniensamen
Rosskastaniensamen, Kombinationen;rosskastaniensamen kombinationen
Rosuvastatin;rosuvastatin
Rosuvastatin, Amlodipin und Lisinopril;rosuvastatin amlodipin lisinopril
Rosuvastatin, Amlodipin und Perindopril;rosuvastatin amlodipin perindopril
Rosuvastatin, Perindopril und Indapamid;rosuvastatin perindopril indapamid
Rosuvastatin und Acetylsalicylsäure;rosuvastatin acetylsalicylsaeure
Rosuvastatin und Amlodipin;rosuvastatin amlodipin
Rosuvastatin und Ezetimib;rosuvastatin ezetimib
Rosuvastatin und Fenofibrat;rosuvastatin fenofibrat
Rosuvastatin und Fimasartan;rosuvastatin fimasartan
Rosuvastatin und Nebivolol;rosuvastatin nebivolol
Rosuvastatin und Omega-3-Fettsäuren;rosuvastatin omega fettsaeuren
Rosuvastatin und Perindopril;rosuvastatin perindopril
Rosuvastatin und Ramipril;rosuvastatin ramipril
Rosuvastatin und Telmisartan;rosuvastatin telmisartan
Rosuvastatin und Valsartan;rosuvastatin valsartan
Rotavirus, lebend abgeschwächt;rotavirus lebend abgeschwaecht
Rotavirus, pentavalent, lebend, Reassortanten;rotavirus pentavalent lebend reassortanten
Röteln, Kombinationen mit Mumps, lebend abgeschwächt;roeteln kombinationen mit mumps lebend abgeschwaecht
Röteln, lebend abgeschwächt;roeteln lebend abgeschwaecht
Röteln-Immunglobulin;roeteln immunglobulin
Rotigotin;rotigotin
Roxadustat;roxadustat
Roxatidin;roxatidin
Roxithromycin;roxithromycin
Rozanolixizumab;rozanolixizumab
(82Rb)Rubidiumchlorid;rb rubidiumchlorid
Rucaparib;rucaparib
Rufinamid;rufinamid
Rufloxacin;rufloxacin
Rupatadin;rupatadin
Rurioctocog alfa pegol;rurioctocog alfa pegol
Ruscogenin;ruscogenin
Rutosid, Kombinationen;rutosid kombinationen
Rutoside;rutoside
Ruxolitinib;ruxolitinib
Sabal serrulatum;sabal serrulatum
Sabatolimab;sabatolimab
Saccharomyces boulardii;saccharomyces boulardii
Saccharomyces boulardii, Kombinationen;saccharomyces boulardii kombinationen
Sacituzumab govitecan;sacituzumab govitecan
Sacrosidase;sacrosidase
Safinamid;safinamid
Sägepalmenfrüchte**;saegepalmenfruechte
Sägepalmenfrüchte, Kombinationen;saegepalmenfruechte kombinationen
Salbeiblätter;salbeiblaetter
Salbeiblätter, Kombinationen;salbeiblaetter kombinationen
Salbutamol;salbutamol
Salbutamol und Beclometason;salbutamol beclometason
Salbutamol und Budesonid;salbutamol budesonid
Salbutamol und Cromoglicinsäure, Dinatriumsalz;salbutamol cromoglicinsaeure dinatriumsalz
Salbutamol und Ipratropiumbromid;salbutamol ipratropiumbromid
Salicylamid;salicylamid
Salicylamid, Kombinationen;salicylamid kombinationen
Salicylamid, Kombinationen exkl. Psycholeptika;salicylamid kombinationen exkl psycholeptika
Salicylamid, Kombinationen mit Psycholeptika;salicylamid kombinationen mit psycholeptika
Salicylamid und Corticosteroide;salicylamid corticosteroide
Salicylate;salicylate
Salicylate, Kombinationen;salicylate kombinationen
Salicylsäure;salicylsaeure
Salicylsäure, Kombinationen;salicylsaeure kombinationen
Salmeterol;salmeterol
Salmeterol und Budesonid;salmeterol budesonid
Salmeterol und Fluticason;salmeterol fluticason
Salpetersäure, Kombinationen;salpetersaeure kombinationen
Salsalat;salsalat
Salzsäure;salzsaeure
(153Sm)Samariumhydroxyapatitkolloid;sm samariumhydroxyapatitkolloid
Samarium(153Sm)lexidronam;samarium sm lexidronam
Sampeginterferon beta-1a;sampeginterferon beta a
Sapropterin;sapropterin
Saquinavir;saquinavir
Sarecyclin;sarecyclin
Sargramostim;sargramostim
Sarilumab;sarilumab
Saruplase;saruplase
S-Atenolol;s atenolol
Satralizumab;satralizumab
Satranidazol;satranidazol
Satraplatin;satraplatin
Sauermolkekonzentrat;sauermolkekonzentrat
Sauerstoff;sauerstoff
Saxagliptin;saxagliptin
Saxagliptin und Dapagliflozin;saxagliptin dapagliflozin
Schachtelhalmkraut;schachtelhalmkraut
Schafgarbenkraut;schafgarbenkraut
Schimmel- und Hefepilze;schimmel hefepilze
Schlangengift-Antiserum;schlangengift antiserum
Schöllkraut;schoellkraut
Schwangerschaftstest;schwangerschaftstest
Schwarzrettichwurzel;schwarzrettichwurzel
Schwefel;schwefel
Schwefel, Kombinationen;schwefel kombinationen
Schwefel-haltige Mittel;schwefel haltige mittel
Schwefel-haltige Verbindungen;schwefel haltige verbindungen
Schwefel-haltige Verbindungen, Kombinationen;schwefel haltige verbindungen kombinationen
Schwefelhexafluorid, Phospholipid-Mikrosphären;schwefelhexafluorid phospholipid mikrosphaeren
Scopolamin;scopolamin
Scopolamin, Kombinationen;scopolamin kombinationen
Sebelipase alfa;sebelipase alfa
Secnidazol;secnidazol
Secobarbital;secobarbital
Secukinumab;secukinumab
Sekretin;sekretin
Selegilin;selegilin
Selendisulfid;selendisulfid
Selen-haltige Verbindungen;selen haltige verbindungen
Selen-haltige Zubereitungen;selen haltige zubereitungen
(75Se)Seleniumtauroselcholinat;se seleniumtauroselcholinat
(75Se)Selennorcholesterol;se selennorcholesterol
Selexipag;selexipag
Selinexor;selinexor
Selpercatinib;selpercatinib
Selumetinib;selumetinib
Semaglutid;semaglutid
Semustin;semustin
Senegawurzel**;senegawurzel
Seniprutug;seniprutug
Sennesfrüchteextrakt;sennesfruechteextrakt
Sennoside;sennoside
Sennoside, Kombinationen;sennoside kombinationen
Sepofarsen;sepofarsen
Sequifenadin;sequifenadin
Seratrodast;seratrodast
Serelaxin;serelaxin
Sermorelin;sermorelin
Serplulimab;serplulimab
Serrapeptase;serrapeptase
Sertaconazol;sertaconazol
Sertindol;sertindol
Sertralin;sertralin
Serumgonadotrophin;serumgonadotrophin
Setmelanotid;setmelanotid
Sevelamer;sevelamer
Sevofluran;sevofluran
Sibutramin;sibutramin
Silber;silber
Silber, Kombinationen;silber kombinationen
Silbereiweiß-Acetyltannat;silbereiweiss acetyltannat
Silber-haltige Verbindungen;silber haltige verbindungen
Silber-haltige Verbindungen, Kombinationen;silber haltige verbindungen kombinationen
Silbernitrat;silbernitrat
Sildenafil;sildenafil
Siliciumdioxid;siliciumdioxid
Siliciumdioxid, Kombinationen;siliciumdioxid kombinationen
Silikone;silikone
Silikone, Kombinationen;silikone kombinationen
Silodosin;silodosin
Siltuximab;siltuximab
Silymarin;silymarin
Simaldrat;simaldrat
Simaldrat und Karminativa;simaldrat karminativa
Simeprevir;simeprevir
Simfibrat;simfibrat
Simoctocog alfa;simoctocog alfa
Simvastatin;simvastatin
Simvastatin, Acetylsalicylsäure und Ramipril;simvastatin acetylsalicylsaeure ramipril
Simvastatin und Acetylsalicylsäure;simvastatin acetylsalicylsaeure
Simvastatin und Ezetimib;simvastatin ezetimib
Simvastatin und Fenofibrat;simvastatin fenofibrat
Sincalid;sincalid
Sipavibart;sipavibart
Siponimod;siponimod
Sipuleucel-T;sipuleucel t
Sirolimus;sirolimus
Sirukumab;sirukumab
Sisomicin;sisomicin
Sitafloxacin;sitafloxacin
Sitagliptin;sitagliptin
Sitagliptin und Dapagliflozin;sitagliptin dapagliflozin
Sitagliptin und Ertugliflozin;sitagliptin ertugliflozin
Sitagliptin und Simvastatin;sitagliptin simvastatin
Sitaxentan;sitaxentan
Sitimagen ceradenovec;sitimagen ceradenovec
Sitravatinib;sitravatinib
Sobrerol;sobrerol
Sofosbuvir;sofosbuvir
Sofosbuvir und Ledipasvir;sofosbuvir ledipasvir
Sofosbuvir und Velpatasvir;sofosbuvir velpatasvir
Sofosbuvir, Velpatasvir und Voxilaprevir;sofosbuvir velpatasvir voxilaprevir
Sojabohnen;sojabohnen
Sojabohnenöl;sojabohnenoel
Sojabohnenöl, Kombinationen;sojabohnenoel kombinationen
Sojaöl, Kombinationen;sojaoel kombinationen
Sole;sole
Solifenacin;solifenacin
Solithromycin;solithromycin
Solriamfetol;solriamfetol
Somapacitan;somapacitan
Somatorelin;somatorelin
Somatostatin;somatostatin
Somatrem;somatrem
Somatrogon;somatrogon
Somatropin;somatropin
Sonidegib;sonidegib
Sonnentaukraut;sonnentaukraut
Sonstige;sonstige
Sonstige Blutprodukte;sonstige blutprodukte
Sonstige Blutprodukte ohne Pharmazentralnummer;sonstige blutprodukte ohne pharmazentralnummer
Sorafenib;sorafenib
Sorbitol;sorbitol
Sorbitol, Kombinationen;sorbitol kombinationen
Sotagliflozin;sotagliflozin
Sotalol;sotalol
Sotalol und Acetylsalicylsäure;sotalol acetylsalicylsaeure
Sotalol und Thiazide;sotalol thiazide
Sotatercept;sotatercept
Sotorasib;sotorasib
Sotrovimab;sotrovimab
Spagluminsäure;spagluminsaeure
Sparfloxacin;sparfloxacin
Sparsentan;sparsentan
Spartein;spartein
Spartein, Kombinationen;spartein kombinationen
Spectinomycin;spectinomycin
Speichelersatzlösungen;speichelersatzloesungen
Spermientest;spermientest
Spesolimab;spesolimab
Spiköl;spikoel
Spiramycin;spiramycin
Spiramycin und Metronidazol;spiramycin metronidazol
Spirapril;spirapril
Spironolacton;spironolacton
Spironolacton und Bendroflumethiazid;spironolacton bendroflumethiazid
Spironolacton und Furosemid;spironolacton furosemid
Spironolacton und Hydrochlorothiazid;spironolacton hydrochlorothiazid
Spironolacton und Low-ceiling-Diuretika;spironolacton low ceiling diuretika
Spitzwegerich;spitzwegerich
Spüllösungen;spuelloesungen
Stammzellen aus Nabelschnurblut;stammzellen aus nabelschnurblut
Stanozolol;stanozolol
Staphylococcus-Immunglobulin;staphylococcus immunglobulin
Stavudin;stavudin
Stavudin, Lamivudin und Nevirapin;stavudin lamivudin nevirapin
Stavudin und Lamivudin;stavudin lamivudin
Stechapfel-haltige Zubereitungen;stechapfel haltige zubereitungen
Steinkleekraut;steinkleekraut
Steinkohlenteer;steinkohlenteer
Steinkohlenteer, Kombinationen;steinkohlenteer kombinationen
Stepronin;stepronin
Sterculia;sterculia
Sterculia, Kombinationen;sterculia kombinationen
Stibophen;stibophen
Stickoxid;stickoxid
Stickstoff;stickstoff
Stiripentol;stiripentol
Stoffe ohne PZN;stoffe ohne pzn
Streptoduocin;streptoduocin
Streptokinase;streptokinase
Streptokinase, Kombinationen;streptokinase kombinationen
Streptokokken-Testzone;streptokokken testzone
Streptomycin;streptomycin
Streptomycin, Kombinationen;streptomycin kombinationen
Streptomycin und Isoniazid;streptomycin isoniazid
Streptozocin;streptozocin
(89Sr)Strontiumchlorid;sr strontiumchlorid
Strontiumranelat;strontiumranelat
Strontiumranelat und Colecalciferol;strontiumranelat colecalciferol
Strophanthus gratus;strophanthus gratus
Strophanthustinktur/-öl;strophanthustinktur oel
Strophanthustinktur/-öl, Kombinationen exkl. Psycholeptika;strophanthustinktur oel kombinationen exkl psycholeptika
Styramat;styramat
Succinimid;succinimid
Succinylsulfathiazol;succinylsulfathiazol
Sucralfat;sucralfat
Sufentanil;sufentanil
Sugammadex;sugammadex
Sugemalimab;sugemalimab
Sulbactam;sulbactam
Sulbenicillin;sulbenicillin
Sulbentin;sulbentin
Sulbutiamin;sulbutiamin
Sulconazol;sulconazol
Sulfacarbamid;sulfacarbamid
Sulfacarbamid, Kombinationen;sulfacarbamid kombinationen
Sulfacetamid;sulfacetamid
Sulfacetamid, Kombinationen;sulfacetamid kombinationen
Sulfaclomid;sulfaclomid
Sulfadiazin;sulfadiazin
Sulfadiazin, Kombinationen;sulfadiazin kombinationen
Sulfadiazin und Tetroxoprim;sulfadiazin tetroxoprim
Sulfadiazin und Trimethoprim;sulfadiazin trimethoprim
Sulfadiazin-Silber;sulfadiazin silber
Sulfadiazin-Silber, Kombinationen;sulfadiazin silber kombinationen
Sulfadicramid;sulfadicramid
Sulfadimethoxin;sulfadimethoxin
Sulfadimidin;sulfadimidin
Sulfadimidin und Trimethoprim;sulfadimidin trimethoprim
Sulfafurazol;sulfafurazol
Sulfaguanidin;sulfaguanidin
Sulfaguanol;sulfaguanol
Sulfaisodimidin;sulfaisodimidin
Sulfalen;sulfalen
Sulfamazon;sulfamazon
Sulfamerazin;sulfamerazin
Sulfamerazin und Trimethoprim;sulfamerazin trimethoprim
Sulfamethizol;sulfamethizol
Sulfamethoxazol;sulfamethoxazol
Sulfamethoxazol und Trimethoprim;sulfamethoxazol trimethoprim
Sulfamethoxazol und Trimethoprim, Kombinationen;sulfamethoxazol trimethoprim kombinationen
Sulfamethoxypyridazin;sulfamethoxypyridazin
Sulfametomidin;sulfametomidin
Sulfametoxydiazin;sulfametoxydiazin
Sulfametrol und Trimethoprim;sulfametrol trimethoprim
Sulfamoxol;sulfamoxol
Sulfamoxol und Trimethoprim;sulfamoxol trimethoprim
Sulfanilamid;sulfanilamid
Sulfanilamid, Kombinationen;sulfanilamid kombinationen
Sulfaperin;sulfaperin
Sulfaphenazol;sulfaphenazol
Sulfapyridin;sulfapyridin
Sulfasalazin;sulfasalazin
Sulfathiazol;sulfathiazol
Sulfathiourea;sulfathiourea
Sulfatolamid;sulfatolamid
Sulfinpyrazon;sulfinpyrazon
Sulfisomidin;sulfisomidin
Sulfisoxazol;sulfisoxazol
Sulfisoxazol, Kombinationen;sulfisoxazol kombinationen
"Sulfonamide, Kombination mit anderen Antibiotika 
(exkl. Trimethoprim)";sulfonamide kombination mit anderen antibiotika exkl trimethoprim
Sulfonamide und Corticosteroide, Kombinationen mit Antibiotika;sulfonamide corticosteroide kombinationen mit antibiotika
Sulglicotid;sulglicotid
Sulindac;sulindac
Suloctidil;suloctidil
Sulodexid;sulodexid
Sulpirid;sulpirid
Sulproston;sulproston
Sultamicillin;sultamicillin
Sultiam;sultiam
Sultoprid;sultoprid
Sumatriptan;sumatriptan
Sumatriptan und Naproxen;sumatriptan naproxen
Sunitinib;sunitinib
Suprofen;suprofen
13C-Harnstoff;c harnstoff
Suraminnatrium;suraminnatrium
Surufatinib;surufatinib
Süßholzwurzel;suessholzwurzel
Susoctocog alfa;susoctocog alfa
Sutimlimab;sutimlimab
Suvorexant;suvorexant
Suxamethonium;suxamethonium
Suxibuzon;suxibuzon
Symphytumwurzel und -kraut;symphytumwurzel kraut
Symphytumwurzel und -kraut, Kombinationen;symphytumwurzel kraut kombinationen
Syrosingopin und Diuretika;syrosingopin diuretika
Tabelecleucel;tabelecleucel
Tacalcitol;tacalcitol
Tacrin;tacrin
Tacrolimus;tacrolimus
Tadalafil;tadalafil
Tafamidis;tafamidis
Tafasitamab;tafasitamab
Tafenoquin;tafenoquin
Tafluprost;tafluprost
Tagraxofusp;tagraxofusp
Talampicillin;talampicillin
Talastin;talastin
Talazoparib;talazoparib
Talbutal;talbutal
Taliglucerase alfa;taliglucerase alfa
Talimogen laherparepvec;talimogen laherparepvec
Talinolol;talinolol
Talquetamab;talquetamab
Tamoxifen;tamoxifen
Tamsulosin;tamsulosin
Tamsulosin und Dutasterid;tamsulosin dutasterid
Tamsulosin und Solifenacin;tamsulosin solifenacin
Tamsulosin und Tadalafil;tamsulosin tadalafil
Tanezumab;tanezumab
Tannennadelöl, Kombinationen;tannennadeloel kombinationen
Tapentadol;tapentadol
Tapinarof;tapinarof
Tarlatamab;tarlatamab
Tasimelteon;tasimelteon
Tasonermin;tasonermin
Tasosartan;tasosartan
Taurolidin;taurolidin
Tavaborol;tavaborol
Tazaroten;tazaroten
Tazaroten und Ulobetasol;tazaroten ulobetasol
Tazemetostat;tazemetostat
Tazobactam;tazobactam
TCDO (Tetrachlorodecaoxygen);tcdo tetrachlorodecaoxygen
Tebentafusp;tebentafusp
Tebipenempivoxil;tebipenempivoxil
(99mTc)Technetium Anticarcinoembryoantigenantikörper;mtc technetium anticarcinoembryoantigenantikoerper
(99mTc)Technetium Antigranulozytenantikörper;mtc technetium antigranulozytenantikoerper
(99mTc)Technetium Antimelanomantikörper;mtc technetium antimelanomantikoerper
(99mTc)Technetium Humanalbumin;mtc technetium humanalbumin
(99mTc)Technetium Humanimmunglobulin;mtc technetium humanimmunglobulin
(99mTc)Technetium Macrosalb;mtc technetium macrosalb
(99mTc)Technetium Mikrokolloid;mtc technetium mikrokolloid
(99mTc)Technetium Mikrosphären;mtc technetium mikrosphaeren
(99mTc)Technetium Millimikrosphären;mtc technetium millimikrosphaeren
(99mTc)Technetium Nanokolloid;mtc technetium nanokolloid
(99mTc)Technetium, Technegas;mtc technetium technegas
(99mTc)Technetium Zinn markierte Zellen;mtc technetium zinn markierte zellen
(99mTc)Technetiumapcitid;mtc technetiumapcitid
(99mTc)Technetiumarcitumomab;mtc technetiumarcitumomab
(99mTc)Technetiumbicisat;mtc technetiumbicisat
(99mTc)Technetiumbutedronat;mtc technetiumbutedronat
(99mTc)Technetiumdepreotid;mtc technetiumdepreotid
(99mTc)Technetiumdisofenin;mtc technetiumdisofenin
(99mTc)Technetiumetarfolatid;mtc technetiumetarfolatid
(99mTc)Technetiumethylendicystein;mtc technetiumethylendicystein
(99mTc)Technetiumetifenin;mtc technetiumetifenin
(99mTc)Technetiumexametazim;mtc technetiumexametazim
(99mTc)Technetiumexametazim markierte Zellen;mtc technetiumexametazim markierte zellen
(99mTc)Technetiumfurifosmin;mtc technetiumfurifosmin
