icd_title,clean_synonym,only_nouns,non_nouns,adjectives
Other obstructive defects of renal pelvis and ureter,nierenbecken harnleiter obstruktion,obstruktion,nierenbecken harnleiter,
Other obstructive defects of renal pelvis and ureter,sonstige angeborene obstruktive defekte des nierenbeckens und des ureters,obstruktive defekte nierenbeckens ureters,sonstige angeborene des und des,sonstige
Other obstructive defects of renal pelvis and ureter,ureterabgangsstenose,,ureterabgangsstenose,ureterabgangsstenose
URETHRAL DIVERTICULUM,divertikel der urethra,divertikel urethra,der,
URETHRAL DIVERTICULUM,harnroehrendivertikel,harnroehrendivertikel,,
Solitary plasmacytoma not having achieved remission,plasmazellentumor,,plasmazellentumor,
Solitary plasmacytoma not having achieved remission,plasmazelltumor,plasmazelltumor,,
Solitary plasmacytoma not having achieved remission,plasmozytom,plasmozytom,,
Cysticercosis of central nervous system,zentralnervensystem zystizerkose,,zentralnervensystem zystizerkose,zentralnervensystem zystizerkose
Cysticercosis of central nervous system,zystizerkose des zentralnervensystems,zystizerkose zentralnervensystems,des,
"Malignant neoplasm of uterus, part unspecified",boesartige neubildung der gebaermutter teil nicht spezifiziert,neubildung teil,boesartige der gebaermutter nicht spezifiziert,
"Malignant neoplasm of uterus, part unspecified",boesartige neubildung des uterus teil nicht naeher bezeichnet,neubildung teil,boesartige des uterus nicht naeher bezeichnet,
"Malignant neoplasm of uterus, part unspecified",gebaermutterkrebs,,gebaermutterkrebs,
"Malignant neoplasm of uterus, part unspecified",gebärmutterkrebs,gebärmutterkrebs,,
"Malignant neoplasm of uterus, part unspecified",krebs der gebärmutter,krebs,der gebärmutter,gebärmutter
"Malignant neoplasm of uterus, part unspecified",krebs des uterus,krebs uterus,des,
"Malignant neoplasm of uterus, part unspecified",uteruskarzinom nnb,,uteruskarzinom nnb,
"Malignant neoplasm of uterus, part unspecified",uteruskrebs,,uteruskrebs,
Stenosis of larynx,kehlkopfstenose,,kehlkopfstenose,kehlkopfstenose
Stenosis of larynx,laryngeale stenose,stenose,laryngeale,laryngeale
Stenosis of larynx,laryngeale striktur,striktur,laryngeale,laryngeale
Stenosis of larynx,larynxstenose,,larynxstenose,larynxstenose
Stenosis of larynx,stenose des larynx,stenose larynx,des,
Familial hypercholesterolemia,familiaere hypercholesterinaemie,hypercholesterinaemie,familiaere,
Familial hypercholesterolemia,familiaere hypercholesterolemie,hypercholesterolemie,familiaere,
Familial hypercholesterolemia,fredrickson typ ii hyperlipidaemie,fredrickson typ hyperlipidaemie,ii,
Familial hypercholesterolemia,fredrickson typ ii lipidaemie,fredrickson typ lipidaemie,ii,
Familial hypercholesterolemia,hyperbetalipoproteinämie,hyperbetalipoproteinämie,,
Familial hypercholesterolemia,hypercholesterinämie essentielle,hypercholesterinämie,essentielle,
Familial hypercholesterolemia,hypercholesterinämie familiäre,hypercholesterinämie familiäre,,
Familial hypercholesterolemia,hyperlipoproteinaemie typ ii,hyperlipoproteinaemie typ,ii,
Familial hypercholesterolemia,hyperlipoproteinaemie typ ii nach frederickson,hyperlipoproteinaemie typ frederickson,ii nach,
Familial hypercholesterolemia,hyperlipoproteinämie typ 02,hyperlipoproteinämie typ,02,
Familial hypercholesterolemia,hyperlipoproteinämie typ ii,hyperlipoproteinämie typ,ii,
Familial hypercholesterolemia,typ ii hyperlipidaemie,typ hyperlipidaemie,ii,
Familial hypercholesterolemia,typ ii hyperlipoproteinaemie,typ hyperlipoproteinaemie,ii,
Familial hypercholesterolemia,typ ii lipidaemie,typ lipidaemie,ii,
Familial hypercholesterolemia,typ ii hyperlipidaemie,typ hyperlipidaemie,ii,
PRIM ANGL-CLOS GLAUC NOS,primaeres engwinkelglaukom,primaeres engwinkelglaukom,,
PRIM ANGL-CLOS GLAUC NOS,primaeres winkelblockglaukom,winkelblockglaukom,primaeres,primaeres
PRIM ANGL-CLOS GLAUC NOS,primaeres winkelblockglaukom nicht spezifiziert,winkelblockglaukom,primaeres nicht spezifiziert,
IDIO PERIPH NEURPTHY NOS,unspezifische hereditaere und idiopathische periphere neuropathie,hereditaere neuropathie,unspezifische und idiopathische periphere,unspezifische idiopathische
FLU W MANIFESTATION NEC,influenza mit sonstigen manifestationen,influenza sonstigen,mit manifestationen,manifestationen
"Unspecified otitis externa, bilateral",beidseitige otitis externa,otitis externa,beidseitige,beidseitige
FX ANATOM NCK HUMERUS-CL,fraktur des anatomischen humerushalses geschlossen,fraktur humerushalses,des anatomischen geschlossen,anatomischen
HEPATOMEGALY,hepatomegalie,hepatomegalie,,
HEPATOMEGALY,lebervergroesserung,lebervergroesserung,,
HEPATOMEGALY,lebervergrößerung,lebervergrößerung,,
Other disorders of lactation,sonstige laktationsstoerungen,laktationsstoerungen,sonstige,sonstige
Other disorders of lactation,sonstige laktationsstoerungen ohne angabe der behandlungsepisode,laktationsstoerungen angabe behandlungsepisode,sonstige ohne der,
Other disorders of lactation,sonstige und nicht naeher bezeichnete laktationsstoerungen,,sonstige und nicht naeher bezeichnete laktationsstoerungen,sonstige naeher
DISLOCA MIDCARPAL-CLOSED,geschlossene luxation des distalen handgelenkes,luxation handgelenkes,geschlossene des distalen,distalen
DISLOC SHOULDER NEC-CLOS,geschlossene luxation einer sonstigen stelle der schulter,luxation stelle schulter,geschlossene einer sonstigen der,geschlossene
LEUKEMOID REACTION ,leukaemoide reaktion,reaktion,leukaemoide,
LEUKEMOID REACTION ,leukämoide reaktion,reaktion,leukämoide,
LEUKEMOID REACTION ,reaktion leukaemoid,reaktion,leukaemoid,
GLAUCOMA W VASCULAR DIS,glaukom assoziiert mit gefaesserkrankungen,glaukom gefaesserkrankungen,assoziiert mit,
INFLUENZA WITH PNEUMONIA,influenza mit pneumonie,influenza pneumonie,mit,
INFLUENZA WITH PNEUMONIA,pneumonie grippal,pneumonie grippal,,
CONCUSSION-MODERATE COMA,gehirnerschuetterung mit mittellangem verlust des bewusstseins,gehirnerschuetterung verlust bewusstseins,mit mittellangem des,mittellangem
CACHEXIA,auszehrung,auszehrung,,
CACHEXIA,kachexie,,kachexie,
Malignant neoplasm of gallbladder,boesartige neubildung der gallenblase,neubildung gallenblase,boesartige der,
Malignant neoplasm of gallbladder,gallenblasenkarzinom,,gallenblasenkarzinom,
Malignant neoplasm of gallbladder,gallenblasenkarzinom nnb,,gallenblasenkarzinom nnb,
Malignant neoplasm of gallbladder,gallenblasenkrebs,gallenblasenkrebs,,
Malignant neoplasm of gallbladder,krebs der gallenblase,krebs gallenblase,der,
Malignant neoplasm of gallbladder,neubildungen der gallenblase boesartig,gallenblase,neubildungen der boesartig,
Chronic inflammatory demyelinating polyneuritis,chronische entzuendliche demyelinisierende polyneuropathie,polyneuropathie,chronische entzuendliche demyelinisierende,chronische entzuendliche
Chronic inflammatory demyelinating polyneuritis,chronische entzuendliche demyelinisierende polyradikuloneuropathie,polyradikuloneuropathie,chronische entzuendliche demyelinisierende,chronische entzuendliche
Chronic inflammatory demyelinating polyneuritis,cidp,,cidp,
Chronic inflammatory demyelinating polyneuritis,polyradikuloneuropathie chronische entzündliche demyelinisierende,polyradikuloneuropathie chronische demyelinisierende,entzündliche,entzündliche
ABNORMAL FINDINGS NEC,sonstige nicht spezifische abnomale befunde,befunde,sonstige nicht spezifische abnomale,sonstige spezifische
ABNORMAL FINDINGS NEC,sonstige nichtspezifische anomale befunde,befunde,sonstige nichtspezifische anomale,sonstige nichtspezifische
ABNORMAL FINDINGS NEC,sonstige nichtspezifische anomale befunde sonstige,befunde,sonstige nichtspezifische anomale sonstige,sonstige nichtspezifische anomale sonstige
"HYPERPARATHYROIDISM, UNSPECIFIED",hyperparathyreoidismus,hyperparathyreoidismus,,
"HYPERPARATHYROIDISM, UNSPECIFIED",hyperparathyreoidismus nnb,hyperparathyreoidismus,nnb,
"HYPERPARATHYROIDISM, UNSPECIFIED",hyperparathyreoidismus nicht naeher bezeichnet,hyperparathyreoidismus,nicht naeher bezeichnet,
Strange and inexplicable behavior,seltsames und unerklaerliches verhalten,verhalten,seltsames und unerklaerliches,seltsames unerklaerliches
MULT FX MANDIBLE-OPEN,mehrere stellen des unterkiefers offene fraktur,stellen unterkiefers fraktur,mehrere des offene,
SMALL INTEST INJ NOS-CL,verletzung des duenndarms nicht spezifizierte stelle ohne offene wunde in die bauchhoehle,verletzung duenndarms stelle wunde bauchhoehle,des nicht spezifizierte ohne offene in die,offene
"Obstructive and reflux uropathy, unspecified",harnwegsobstruktion,harnwegsobstruktion,,
"Obstructive and reflux uropathy, unspecified",harnwegsobstruktion nicht spezifiziert,harnwegsobstruktion,nicht spezifiziert,
"Obstructive and reflux uropathy, unspecified",harnwegsobstruktion nnb,harnwegsobstruktion,nnb,
"Obstructive and reflux uropathy, unspecified",obstruktive uropathie,uropathie,obstruktive,obstruktive
"Obstructive and reflux uropathy, unspecified",obstruktive uropathie und refluxuropathie,uropathie refluxuropathie,obstruktive und,obstruktive
"Obstructive and reflux uropathy, unspecified",obstruktive uropathie und refluxuropathie nicht naeher bezeichnet,uropathie refluxuropathie,obstruktive und nicht naeher bezeichnet,obstruktive
"Obstructive and reflux uropathy, unspecified",uropathie obstruktiv,uropathie,obstruktiv,
RUPTURE EYE W TISSU LOSS,ruptur des auges mit teilweisem verlust intraokulaeren gewebes,ruptur auges verlust gewebes,des mit teilweisem intraokulaeren,teilweisem
ABN CNS FUNCT STUDY NEC,sonstige unspezifische anomale ergebnisse der funktionsstudie von gehirn und zentralnervensystem,ergebnisse funktionsstudie gehirn,sonstige unspezifische anomale der von und zentralnervensystem,sonstige unspezifische zentralnervensystem
LEG AB W COMPL NEC-INC,legal eingeleiteter abort unvollstaendig mit anderen spezifischen komplikationen,abort komplikationen,legal eingeleiteter unvollstaendig mit anderen spezifischen,eingeleiteter anderen spezifischen
Glaucoma in diseases classified elsewhere,glaukom bei anderenorts klassifizierten krankheiten,glaukom,bei anderenorts klassifizierten krankheiten,
Glaucoma in diseases classified elsewhere,glaukom bei sonstigen anderenorts klassifizierten krankheiten,glaukom sonstigen,bei anderenorts klassifizierten krankheiten,
GASTRODUODENAL DIS NEC,sonstige naeher bezeichnete krankheiten des magens und des duodenums,bezeichnete krankheiten magens duodenums,sonstige naeher des und des,sonstige
GASTRODUODENAL DIS NEC,sonstige spezifische erkrankung von magen und duodenum,erkrankung magen,sonstige spezifische von und duodenum,sonstige
GASTRODUODENAL DIS NEC,sonstige spezifische erkrankungen von magen und duodenum,erkrankungen magen,sonstige spezifische von und duodenum,sonstige
Other pulmonary embolism with acute cor pulmonale,akute emphysemherz,emphysemherz,akute,akute
Other pulmonary embolism with acute cor pulmonale,akutes cor pulmonale,cor,akutes pulmonale,akutes pulmonale
Other pulmonary embolism with acute cor pulmonale,cor pulmonale akut,cor,pulmonale akut,pulmonale
CHR OSTEOMYELIT-L/LEG,chronische osteomyelitis mit beteiligung des unterschenkels,osteomyelitis beteiligung unterschenkels,chronische mit des,
JUV RHEUM ARTHRITIS NOS,polyartikulaere juvenile rheumatoide arthritis chronisch oder nicht spezifiziert,juvenile rheumatoide arthritis,polyartikulaere chronisch oder nicht spezifiziert,polyartikulaere
TOXIC EFFECT NONMEDICINAL SUBS,sonstige toxische wirkungen sonstiger substanzen hauptsaechlich nichtmedizinischen ursprungs,toxische sonstiger substanzen ursprungs,sonstige wirkungen hauptsaechlich nichtmedizinischen,sonstige
"Mononeuropathy, unspecified",mononeuropathie,mononeuropathie,,
"Mononeuropathy, unspecified",mononeuropathie nnb,mononeuropathie,nnb,
"Mononeuropathy, unspecified",mononeuropathie nicht naeher bezeichnet,,mononeuropathie nicht naeher bezeichnet,
"Mononeuropathy, unspecified",mononeuropathien,mononeuropathien,,
SALIVARY GLAND DIS NEC,sonstige spezifische erkrankungen der speicheldruesen,erkrankungen speicheldruesen,sonstige spezifische der,sonstige
Hemophilic arthropathy,arthropathia haemophilica,arthropathia haemophilica,,
Hemophilic arthropathy,blutergelenk,,blutergelenk,
Hemophilic arthropathy,haemophile arthritis,haemophile arthritis,,
Hemophilic arthropathy,haemophile arthropathie,arthropathie,haemophile,
BEN NEO FEM GENITAL NEC,gutartige neubildung sonstiger spezifischer stellen der weiblichen geschlechtsorgane,neubildung stellen geschlechtsorgane,gutartige sonstiger spezifischer der weiblichen,gutartige weiblichen
BEN NEO FEM GENITAL NEC,gutartige neubildung sonstige naeher bezeichnete weibliche genitalorgane,neubildung genitalorgane,gutartige sonstige naeher bezeichnete weibliche,gutartige sonstige naeher bezeichnete
CHANCROID,durch haemophilus ducrey hervorgerufener weicher schanker,haemophilus ducrey hervorgerufener schanker,durch weicher,
CHANCROID,durch haemophilus ducrey hervorgerufenes ulcus molle,haemophilus ducrey hervorgerufenes molle,durch ulcus,
CHANCROID,haemophilus ducreyi infektion,haemophilus ducreyi infektion,,
CHANCROID,schanker weicher,schanker,weicher,
CHANCROID,ulcus molle,molle,ulcus,
CHANCROID,ulcus molle venereum,venereum,ulcus molle,
CHRONIC MOTOR TIC DIS,chronische motorische oder vokale tics,tics,chronische motorische oder vokale,chronische motorische vokale
CHRONIC MOTOR TIC DIS,chronische motorische oder vokale ticstoerung,ticstoerung,chronische motorische oder vokale,chronische motorische vokale
CHRONIC MOTOR TIC DIS,chronische motorische oder vokale ticstörung,ticstörung,chronische motorische oder vokale,chronische motorische vokale
CHRONIC MOTOR TIC DIS,chronische tic stoerung,tic stoerung,chronische,chronische
CHRONIC MOTOR TIC DIS,ticstörung chronisch motorische oder vokale,ticstörung,chronisch motorische oder vokale,motorische vokale
EHLERS-DANLOS SYNDROME,cutis hyperelastica,cutis hyperelastica,,
EHLERS-DANLOS SYNDROME,cutis hyperplastica,cutis hyperplastica,,
EHLERS-DANLOS SYNDROME,ehlers danlos syndrom,,ehlers danlos syndrom,
EHLERS-DANLOS SYNDROME,fibrodysplasia elastica generalisata,fibrodysplasia elastica generalisata,,
ALCOHOLIC FATTY LIVER,alkoholische fettleber,fettleber,alkoholische,alkoholische
ALCOHOLIC FATTY LIVER,durch alkohol verursachte fettleber,alkohol fettleber,durch verursachte,verursachte
ALCOHOLIC FATTY LIVER,fettleber alkoholisch,fettleber,alkoholisch,
ALCOHOLIC FATTY LIVER,fettleber alkoholisch,fettleber,alkoholisch,
ALCOHOLIC FATTY LIVER,fettleber alkoholische,,fettleber alkoholische,alkoholische
SYNOV/TEND/BURSA DIS NEC,sonstiges erkrankungen von synovialhaut sehne und schleimbeutel,erkrankungen synovialhaut sehne schleimbeutel,sonstiges von und,
PSEUDOMONAL PNEUMONIA,pneumonie durch pseudomonas,pneumonie pseudomonas,durch,
PSEUDOMONAL PNEUMONIA,pneumonie infolge von pseudomonas,pneumonie pseudomonas,infolge von,
PSEUDOMONAL PNEUMONIA,pneumonitis infolge von pseudomonas,pneumonitis pseudomonas,infolge von,
"Demyelinating disease of central nervous system, unspecified",demyelinisierende erkrankung des zentralnervensystems nicht spezifiziert,erkrankung zentralnervensystems,demyelinisierende des nicht spezifiziert,
"Demyelinating disease of central nervous system, unspecified",demyelinisierende krankheit des zentralnervensystems nicht naeher bezeichnet,krankheit zentralnervensystems,demyelinisierende des nicht naeher bezeichnet,
SWAN-NECK DEFORMITY,schwanenhalsdeformitaet,,schwanenhalsdeformitaet,
Stupor,abgestumpftheit,abgestumpftheit,,
Stupor,geistig abgestumpft,,geistig abgestumpft,
Stupor,komatoeser zustand,zustand,komatoeser,
Stupor,semikoma,semikoma,,
Stupor,stupor,,stupor,
TRAUM ARTHROPATHY-MULT,traumatische arthropathie mit beteiligung multipler stellen,arthropathie beteiligung multipler,traumatische mit stellen,
UTERINE TUMOR-ANTEPARTUM,gebaermuttertumore antepartale affektion oder komplikation,affektion komplikation,gebaermuttertumore antepartale oder,
Spasmodic torticollis,spasmodischer torticollis,torticollis,spasmodischer,
Spasmodic torticollis,torticollis spasticus,torticollis spasticus,,
Spasmodic torticollis,zervikale dystonie,dystonie,zervikale,zervikale
"Acute poliomyelitis, unspecified",akute nicht spezifizierte poliomyelitis,poliomyelitis,akute nicht spezifizierte,akute
"Acute poliomyelitis, unspecified",akute poliomyelitis,poliomyelitis,akute,akute
"Acute poliomyelitis, unspecified",akute poliomyelitis spinale kinderlaehmung,poliomyelitis kinderlaehmung,akute spinale,akute
"Acute poliomyelitis, unspecified",akute poliomyelitis nicht naeher bezeichnet,poliomyelitis,akute nicht naeher bezeichnet,akute
"Acute poliomyelitis, unspecified",akute poliomyelitis unspezifisch,poliomyelitis,akute unspezifisch,akute
"Acute poliomyelitis, unspecified",heine medin krankheit,medin krankheit,heine,heine
"Acute poliomyelitis, unspecified",polio,polio,,
"Acute poliomyelitis, unspecified",polio akut,polio akut,,
"Acute poliomyelitis, unspecified",poliomyelitis,,poliomyelitis,
"Acute poliomyelitis, unspecified",poliomyelitis akut,akut,poliomyelitis,
"Acute poliomyelitis, unspecified",poliomyelitis akut,akut,poliomyelitis,
"Acute poliomyelitis, unspecified",poliomyelitis nnb,poliomyelitis,nnb,
Hydronephrosis with ureteropelvic junction obstruction,hydronephrose bei ureteropelviner obstruktion,obstruktion,hydronephrose bei ureteropelviner,
Heart transplant status,zustand nach herztransplantation,zustand herztransplantation,nach,
THORACIC SPONDYLOSIS,thorakale spondylose ohne myelopathie,myelopathie,thorakale spondylose ohne,thorakale
POSTOP GI FUNCT DIS NEC,sonstige postoperative funktionsstoerungen,funktionsstoerungen,sonstige postoperative,sonstige
NEUROSYPHILIS NOS,lues zentralnervensystem,zentralnervensystem,lues,lues
NEUROSYPHILIS NOS,neuroleus,neuroleus,,
NEUROSYPHILIS NOS,neurosyphilis,neurosyphilis,,
NEUROSYPHILIS NOS,neurosyphilis nicht naeher bezeichnet,neurosyphilis,nicht naeher bezeichnet,
NEUROSYPHILIS NOS,neurosyphilis nicht spezifiziert,neurosyphilis,nicht spezifiziert,
NEUROSYPHILIS NOS,syphilis zentralnervensystem,syphilis,zentralnervensystem,zentralnervensystem
LOCAL SKIN INFECTION NEC,sonstige naeher bezeichnete lokale infektionen der haut und der unterhaut,naeher infektionen haut,sonstige bezeichnete lokale der und der unterhaut,sonstige bezeichnete
LOCAL SKIN INFECTION NEC,sonstige spezifische lokale infektionen von haut und unterhautgewebe,infektionen,sonstige spezifische lokale von haut und unterhautgewebe,sonstige spezifische
Amnestic disorder due to known physiological condition,korsakow psychose nicht alkoholisch,korsakow psychose,nicht alkoholisch,
Amnestic disorder due to known physiological condition,korsakow psychose nicht alkoholisch,korsakow psychose,nicht alkoholisch,
Amnestic disorder due to known physiological condition,korsakow psychose oder syndrom nicht alkoholisch,korsakow psychose syndrom,oder nicht alkoholisch,
Blood alcohol level of 200-239 mg/100 ml,blutalkoholspiegel von 200 239mg 100ml,blutalkoholspiegel 100ml,von 200 239 mg,
Paralytic ileus,adynamischer ileus,ileus,adynamischer,adynamischer
Paralytic ileus,ileus paralytisch,ileus,paralytisch,
Paralytic ileus,laehmung des darms,laehmung darms,des,
Paralytic ileus,laehmung des ileums,laehmung ileums,des,
Paralytic ileus,laehmung des kolons,laehmung kolons,des,
Paralytic ileus,paralytischer ileus,ileus,paralytischer,
HETEROTROPIA NOS,begleitschielen,,begleitschielen,
HETEROTROPIA NOS,heterotropie,heterotropie,,
HETEROTROPIA NOS,heterotropie nicht spezifiziert,heterotropie,nicht spezifiziert,
SENILE DEPRESSIVE,senile demenz mit depressiver stimmung,senile demenz stimmung,mit depressiver,
"EPILEPSY, NOS WITH INTRACTABLE EPILEPSY",epilepsie unspezifisch mit unbehandelbarer epilepsie,epilepsie,epilepsie unspezifisch mit unbehandelbarer,unbehandelbarer
"Salmonella infection, unspecified",salmonellen,,salmonellen,
"Salmonella infection, unspecified",salmonellen infektionen,infektionen,salmonellen,
"Salmonella infection, unspecified",salmonelleninfektion nnb,salmonelleninfektion,nnb,
"Salmonella infection, unspecified",salmonelleninfektion nicht naeher bezeichnet,salmonelleninfektion,nicht naeher bezeichnet,
"Salmonella infection, unspecified",salmonelleninfektion nicht spezifiziert,salmonelleninfektion,nicht spezifiziert,
"Salmonella infection, unspecified",salmonelleninfektionen,salmonelleninfektionen,,
"Salmonella infection, unspecified",salmonellose,,salmonellose,salmonellose
"Salmonella infection, unspecified",salmonellosen,,salmonellosen,
TENOSYNOVITIS FOOT/ANKLE,tenosynovitis von fuss und knoechel,tenosynovitis fuss knoechel,von und,
DEEP DERMATOPHYTOSIS,granuloma trichophyticum,granuloma,trichophyticum,
DEEP DERMATOPHYTOSIS,tiefsitzende dermatophytose,dermatophytose,tiefsitzende,
PNEUMOCOCCAL PNEUMONIA,pneumokokkenpneumonie,pneumokokkenpneumonie,,
PNEUMOCOCCAL PNEUMONIA,pneumonie durch nicht spezifizierte streptokokken,pneumonie spezifizierte,durch nicht streptokokken,
PNEUMOCOCCAL PNEUMONIA,pneumonie durch pneumokokken,pneumonie pneumokokken,durch,
PNEUMOCOCCAL PNEUMONIA,pneumonie durch pneumokokken streptococcus pneumoniae pneumonie,pneumonie pneumokokken pneumonie,durch streptococcus pneumoniae,
PNEUMOCOCCAL PNEUMONIA,pneumonie durch streptococcus pneumoniae,pneumonie streptococcus,durch pneumoniae,
PNEUMOCOCCAL PNEUMONIA,pneumonie durch streptokokken,pneumonie,durch streptokokken,
PNEUMOCOCCAL PNEUMONIA,pneumonie pneumokokken,pneumonie,pneumokokken,
PNEUMOCOCCAL PNEUMONIA,streptococcus pneumoniae pneumonie,pneumonie,streptococcus pneumoniae,
EDEMA OF EYELID,augenlidoedem,,augenlidoedem,
EDEMA OF EYELID,lidschwellung,lidschwellung,,
EDEMA OF EYELID,oedem augenlid,augenlid,oedem,
EDEMA OF EYELID,oedem der palpebra,palpebra,oedem der,
EDEMA OF EYELID,oedem des augenlids,oedem augenlids,des,
CHR OSTEOMYELIT-MULT,chronische osteomyelitis mit beteiligung multipler stellen,osteomyelitis beteiligung multipler,chronische mit stellen,
GASTROSTOMY STATUS,vorhandensein eines gastrostomas,gastrostomas,vorhandensein eines,
"PRESSURE ULCER, UNSPECIFIED SITE",dekubitalgeschwuer,dekubitalgeschwuer,,
"PRESSURE ULCER, UNSPECIFIED SITE",dekubitalgeschwür,dekubitalgeschwür,,
"PRESSURE ULCER, UNSPECIFIED SITE",dekubitus,,dekubitus,
"PRESSURE ULCER, UNSPECIFIED SITE",druckgeschwuer,druckgeschwuer,,
"PRESSURE ULCER, UNSPECIFIED SITE",druckgeschwür,druckgeschwür,,
"PRESSURE ULCER, UNSPECIFIED SITE",druckulkus,druckulkus,,
"PRESSURE ULCER, UNSPECIFIED SITE",wundliegen,,wundliegen,
Other specified disorders of urethra,sonstige naeher bezeichnete krankheiten der harnroehre,bezeichnete harnroehre,sonstige naeher krankheiten der,sonstige naeher
Other specified disorders of urethra,sonstige spezifische erkrankungen der harnroehre,erkrankungen harnroehre,sonstige spezifische der,sonstige
FASCIITIS NOS,fasciitis,,fasciitis,
FASCIITIS NOS,fasciitis nnb,fasciitis,nnb,
FASCIITIS NOS,fasciitis nicht spezifiziert,fasciitis,nicht spezifiziert,
FASCIITIS NOS,fasziitis,,fasziitis,
STRICTURE OF VAGINA,striktur oder atresie der vagina,striktur atresie vagina,oder der,
INJ ANTER TIBIAL ARTERY,verletzung der arteria tibialis anterior,verletzung arteria tibialis anterior,der,
Fournier gangrene,fournier gangraen,gangraen,fournier,fournier
Fournier gangrene,fournier gangrän,fournier gangrän,,
Fournier gangrene,fournier krankheit,krankheit,fournier,fournier
Fournier gangrene,skrotalgangrän,,skrotalgangrän,skrotalgangrän
POIS-CORONARY VASODILAT,vergiftung durch koronarvasodilatoren,vergiftung,durch koronarvasodilatoren,koronarvasodilatoren
FOREIGN BODY TRUNK-INFEC,oberflaechlicher fremdkoerper splitter am rumpf ohne groess off wunde infektioes,fremdkoerper splitter rumpf off wunde infektioes,oberflaechlicher am ohne groess,
BRACHIAL PLEXUS INJURY,verletzung des plexus brachialis,verletzung plexus brachialis,des,
Other disorders of lacrimal system,sonstige affektionen des traenenapparates,affektionen traenenapparates,sonstige des,
Other disorders of lacrimal system,sonstige erkrankung des traenenapparats,erkrankung traenenapparats,sonstige des,
Other disorders of lacrimal system,sonstige erkrankungen des traenenapparats,erkrankungen traenenapparats,sonstige des,
INFERTILITY-TUBAL ORIGIN,infertilitaet der frau mit ursprung in den eileitern,frau ursprung eileitern,infertilitaet der mit in den,
INFERTILITY-TUBAL ORIGIN,infertilitaet weiblich mit ursprung in den eileitern,ursprung eileitern,infertilitaet weiblich mit in den,
INFERTILITY-TUBAL ORIGIN,sterilitaet tubaren ursprungs bei der frau,frau,sterilitaet tubaren ursprungs bei der,
Other hypoparathyroidism,sonstiger hypoparathyreoidismus,hypoparathyreoidismus,sonstiger,
CYSTIC FIBROS W/O ILEUS,zystische fibrose ohne erwaehnung von mekoniumileus,fibrose erwaehnung mekoniumileus,zystische ohne von,zystische
MYCOSES NEC & NOS,sonstige und unspezifische mykosen,,sonstige und unspezifische mykosen,sonstige unspezifische
"Malignant neoplasm of mediastinum, part unspecified",boesartige neubildung des mediastinums,neubildung mediastinums,boesartige des,
"Malignant neoplasm of mediastinum, part unspecified",boesartige neubildung des mediastinums nnb,neubildung mediastinums,boesartige des nnb,
"Malignant neoplasm of mediastinum, part unspecified",boesartige neubildung des mediastinums teil nicht spezifiziert,neubildung mediastinums teil,boesartige des nicht spezifiziert,
"Malignant neoplasm of mediastinum, part unspecified",boesartige neubildung mediastinum teil nicht naeher bezeichnet,neubildung mediastinum teil,boesartige nicht naeher bezeichnet,
"Malignant neoplasm of mediastinum, part unspecified",krebs des mediastinum,krebs mediastinum,des,
"Malignant neoplasm of mediastinum, part unspecified",mediastinalkrebs,mediastinalkrebs,,
"Malignant neoplasm of mediastinum, part unspecified",neubildungen des mediastinums boesartig,mediastinums,neubildungen des boesartig,
LYMPHOMAS NEC THORAX,sonstige boesartige lymphome mit befall von intrathorakalen lymphknoten,lymphome befall intrathorakalen,sonstige boesartige mit von lymphknoten,sonstige
Delayed and secondary postpartum hemorrhage,postpartale blutung sekundaer,blutung,postpartale sekundaer,postpartale
Delayed and secondary postpartum hemorrhage,spaetblutung und spaete nachgeburtsblutung,spaetblutung nachgeburtsblutung,und spaete,
Delayed and secondary postpartum hemorrhage,verzoegerte und sekundaere postpartale blutung,blutung,verzoegerte und sekundaere postpartale,sekundaere
Delayed and secondary postpartum hemorrhage,verzoegerte und sekundaere postpartale blutung ohne angabe der behandlungsepisode,blutung angabe behandlungsepisode,verzoegerte und sekundaere postpartale ohne der,sekundaere
Delayed and secondary postpartum hemorrhage,verzoegerte und sekundaere postpartale blutung postpartal,blutung,verzoegerte und sekundaere postpartale postpartal,sekundaere postpartale
ANEURYSM OF NECK,aneurysma einer halsarterie,aneurysma halsarterie,einer,
DISLOC WRIST NOS-CLOSED,einfache luxation des handgelenks,luxation handgelenks,einfache des,
DISLOC WRIST NOS-CLOSED,geschlossene luxation des handgelenks,luxation handgelenks,geschlossene des,
DISLOC WRIST NOS-CLOSED,geschlossene luxation des handgelenks nicht spezifizierte stelle,luxation handgelenks stelle,geschlossene des nicht spezifizierte,
Chronic apical periodontitis,chronische apikale parodontitis,apikale parodontitis,chronische,chronische
Chronic apical periodontitis,periapikale parodontitis,parodontitis,periapikale,periapikale
Chronic apical periodontitis,periapikale periodontitis,periodontitis,periapikale,periapikale
Chronic apical periodontitis,periodontitis apikale,periodontitis,apikale,apikale
"Aggressive periodontitis, localized",abszess paradontal,paradontal,abszess,
"Aggressive periodontitis, localized",abszess parodontal,,abszess parodontal,
"Aggressive periodontitis, localized",abszeß parodontaler,abszeß,parodontaler,
"Aggressive periodontitis, localized",parodontalabszeß,parodontalabszeß,,
"Aggressive periodontitis, localized",parodontaler abszess,parodontaler,abszess,
